"activity" "subject" "variable" "average_value"
"LAYING" 21 "tGravityAcc-std()-Z" -0.953093993308823
"LAYING" 22 "tGravityAcc-std()-Z" -0.939081026109034
"LAYING" 23 "tGravityAcc-std()-Z" -0.934236146612903
"WALKING_UPSTAIRS" 24 "tGravityAcc-std()-Z" -0.955724566194226
"LAYING" 25 "tGravityAcc-std()-Z" -0.880682330706602
"LAYING" 26 "tGravityAcc-std()-Z" -0.9613159325
"WALKING" 26 "tGravityAcc-std()-Z" -0.952050736541667
"WALKING" 27 "tGravityAcc-std()-Z" -0.959200394414894
"WALKING" 28 "tGravityAcc-std()-Z" -0.946225637251309
"WALKING" 29 "tGravityAcc-std()-Z" -0.941621790232558
"WALKING" 30 "tGravityAcc-std()-Z" -0.930148598763158
"WALKING_DOWNSTAIRS" 30 "tGravityAcc-std()-Z" -0.838743846666667
"STANDING" 1 "tBodyAccJerk-std()-X" -0.524721922818732
"WALKING_DOWNSTAIRS" 2 "tBodyAccJerk-std()-X" -0.557809603123841
"STANDING" 3 "tBodyAccJerk-std()-X" -0.635484688041056
"WALKING_DOWNSTAIRS" 4 "tBodyAccJerk-std()-X" -0.631853083289621
"STANDING" 5 "tBodyAccJerk-std()-X" -0.575890535679801
"STANDING" 6 "tBodyAccJerk-std()-X" -0.531468310262154
"STANDING" 7 "tBodyAccJerk-std()-X" -0.615131377408279
"STANDING" 8 "tBodyAccJerk-std()-X" -0.575993073911744
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk-std()-X" -0.578305161360069
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk-std()-X" -0.52938321427551
"SITTING" 11 "tBodyAccJerk-std()-X" -0.657387159348408
"STANDING" 11 "tBodyAccJerk-std()-X" -0.963263105
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk-std()-X" -0.676215964257426
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-std()-X" -0.421849329245763
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-std()-X" -0.638889532599083
"SITTING" 14 "tBodyAccJerk-std()-X" -0.641964198633003
"SITTING" 15 "tBodyAccJerk-std()-X" -0.624055782158537
"SITTING" 16 "tBodyAccJerk-std()-X" -0.72786174352459
"SITTING" 17 "tBodyAccJerk-std()-X" -0.682603096154891
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-X" -0.734644450054945
"LAYING" 19 "tBodyAccJerk-std()-X" -0.456033263519823
"SITTING" 19 "tBodyAccJerk-std()-X" -0.987056352564103
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-X" -0.627098830685593
"LAYING" 21 "tBodyAccJerk-std()-X" -0.699763344205784
"LAYING" 22 "tBodyAccJerk-std()-X" -0.584963756862305
"LAYING" 23 "tBodyAccJerk-std()-X" -0.608183751830914
"WALKING_UPSTAIRS" 24 "tBodyAccJerk-std()-X" -0.74030054488189
"LAYING" 25 "tBodyAccJerk-std()-X" -0.79682335007335
"LAYING" 26 "tBodyAccJerk-std()-X" -0.818396768901316
"WALKING" 26 "tBodyAccJerk-std()-X" -0.596947612917917
"WALKING" 27 "tBodyAccJerk-std()-X" -0.700549974357447
"WALKING" 28 "tBodyAccJerk-std()-X" -0.680813725392147
"WALKING" 29 "tBodyAccJerk-std()-X" -0.623456414216366
"WALKING" 30 "tBodyAccJerk-std()-X" -0.681596505682895
"WALKING_DOWNSTAIRS" 30 "tBodyAccJerk-std()-X" -0.351035393333333
"STANDING" 1 "tBodyAccJerk-std()-Y" -0.470412403511239
"WALKING_DOWNSTAIRS" 2 "tBodyAccJerk-std()-Y" -0.491875889831788
"STANDING" 3 "tBodyAccJerk-std()-Y" -0.55721186773783
"WALKING_DOWNSTAIRS" 4 "tBodyAccJerk-std()-Y" -0.584063204701893
"STANDING" 5 "tBodyAccJerk-std()-Y" -0.506544358609603
"STANDING" 6 "tBodyAccJerk-std()-Y" -0.454437496885815
"STANDING" 7 "tBodyAccJerk-std()-Y" -0.622997416262013
"STANDING" 8 "tBodyAccJerk-std()-Y" -0.458724925167972
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk-std()-Y" -0.678923872274306
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk-std()-Y" -0.540236619204728
"SITTING" 11 "tBodyAccJerk-std()-Y" -0.606569926348726
"STANDING" 11 "tBodyAccJerk-std()-Y" -0.956429385
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk-std()-Y" -0.686882676686337
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-std()-Y" -0.373600345556017
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-std()-Y" -0.569700547488012
"SITTING" 14 "tBodyAccJerk-std()-Y" -0.586459622773684
"SITTING" 15 "tBodyAccJerk-std()-Y" -0.594312678045091
"SITTING" 16 "tBodyAccJerk-std()-Y" -0.735080198043716
"SITTING" 17 "tBodyAccJerk-std()-Y" -0.668693821044565
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Y" -0.732969175274725
"LAYING" 19 "tBodyAccJerk-std()-Y" -0.45916968473617
"SITTING" 19 "tBodyAccJerk-std()-Y" -0.976745864871795
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-Y" -0.527174601581921
"LAYING" 21 "tBodyAccJerk-std()-Y" -0.66515912310562
"LAYING" 22 "tBodyAccJerk-std()-Y" -0.560470117123364
"LAYING" 23 "tBodyAccJerk-std()-Y" -0.61898123051828
"WALKING_UPSTAIRS" 24 "tBodyAccJerk-std()-Y" -0.685979796261942
"LAYING" 25 "tBodyAccJerk-std()-Y" -0.722502919364303
"LAYING" 26 "tBodyAccJerk-std()-Y" -0.805625271068421
"WALKING" 26 "tBodyAccJerk-std()-Y" -0.597802079064171
"WALKING" 27 "tBodyAccJerk-std()-Y" -0.674792293475665
"WALKING" 28 "tBodyAccJerk-std()-Y" -0.651619848945026
"WALKING" 29 "tBodyAccJerk-std()-Y" -0.635499779848779
"WALKING" 30 "tBodyAccJerk-std()-Y" -0.662688195698684
"WALKING_DOWNSTAIRS" 30 "tBodyAccJerk-std()-Y" -0.41786926
"STANDING" 1 "tBodyAccJerk-std()-Z" -0.717322274881844
"WALKING_DOWNSTAIRS" 2 "tBodyAccJerk-std()-Z" -0.741885388311258
"STANDING" 3 "tBodyAccJerk-std()-Z" -0.796066240234604
"WALKING_DOWNSTAIRS" 4 "tBodyAccJerk-std()-Z" -0.843353231167192
"STANDING" 5 "tBodyAccJerk-std()-Z" -0.78456199486755
"STANDING" 6 "tBodyAccJerk-std()-Z" -0.738955207627692
"STANDING" 7 "tBodyAccJerk-std()-Z" -0.664336860544416
"STANDING" 8 "tBodyAccJerk-std()-Z" -0.66835678475516
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk-std()-Z" -0.721610094569444
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk-std()-Z" -0.750729260772109
"SITTING" 11 "tBodyAccJerk-std()-Z" -0.841621374808917
"STANDING" 11 "tBodyAccJerk-std()-Z" -0.98231109
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk-std()-Z" -0.79397541960396
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-std()-Z" -0.790304956271186
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-std()-Z" -0.728452966311927
"SITTING" 14 "tBodyAccJerk-std()-Z" -0.656855586102105
"SITTING" 15 "tBodyAccJerk-std()-Z" -0.825820881576219
"SITTING" 16 "tBodyAccJerk-std()-Z" -0.767873049380055
"SITTING" 17 "tBodyAccJerk-std()-Z" -0.813339560652174
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Z" -0.847257765851648
"LAYING" 19 "tBodyAccJerk-std()-Z" -0.627422831732979
"SITTING" 19 "tBodyAccJerk-std()-Z" -0.987054267692308
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-Z" -0.747362572898305
"LAYING" 21 "tBodyAccJerk-std()-Z" -0.78182390148299
"LAYING" 22 "tBodyAccJerk-std()-Z" -0.760468444299065
"LAYING" 23 "tBodyAccJerk-std()-Z" -0.603048769571532
"WALKING_UPSTAIRS" 24 "tBodyAccJerk-std()-Z" -0.736374232574803
"LAYING" 25 "tBodyAccJerk-std()-Z" -0.860669382640587
"LAYING" 26 "tBodyAccJerk-std()-Z" -0.846934171052632
"WALKING" 26 "tBodyAccJerk-std()-Z" -0.734912477708333
"WALKING" 27 "tBodyAccJerk-std()-Z" -0.783632076781915
"WALKING" 28 "tBodyAccJerk-std()-Z" -0.800870581884817
"WALKING" 29 "tBodyAccJerk-std()-Z" -0.793746797790698
"WALKING" 30 "tBodyAccJerk-std()-Z" -0.782490161947368
"WALKING_DOWNSTAIRS" 30 "tBodyAccJerk-std()-Z" -0.674525406666667
"STANDING" 1 "tBodyGyro-std()-X" -0.686555715201729
"WALKING_DOWNSTAIRS" 2 "tBodyGyro-std()-X" -0.710648927815894
"STANDING" 3 "tBodyGyro-std()-X" -0.699262195705865
"WALKING_DOWNSTAIRS" 4 "tBodyGyro-std()-X" -0.701397703369085
"STANDING" 5 "tBodyGyro-std()-X" -0.709955676983444
"STANDING" 6 "tBodyGyro-std()-X" -0.653800660041538
"STANDING" 7 "tBodyGyro-std()-X" -0.687155474097403
"STANDING" 8 "tBodyGyro-std()-X" -0.656219242281851
"WALKING_DOWNSTAIRS" 9 "tBodyGyro-std()-X" -0.676452392569444
"WALKING_DOWNSTAIRS" 10 "tBodyGyro-std()-X" -0.67390558227449
"SITTING" 11 "tBodyGyro-std()-X" -0.738479109537261
"STANDING" 11 "tBodyGyro-std()-X" -0.96647581
"WALKING_DOWNSTAIRS" 12 "tBodyGyro-std()-X" -0.766013249093564
"WALKING_UPSTAIRS" 12 "tBodyGyro-std()-X" -0.662605671844915
"WALKING_UPSTAIRS" 13 "tBodyGyro-std()-X" -0.715109859672783
"SITTING" 14 "tBodyGyro-std()-X" -0.728661379340557
"SITTING" 15 "tBodyGyro-std()-X" -0.696859473045732
"SITTING" 16 "tBodyGyro-std()-X" -0.799534450491803
"SITTING" 17 "tBodyGyro-std()-X" -0.759011119945652
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-X" -0.804533729046703
"LAYING" 19 "tBodyGyro-std()-X" -0.544103884670922
"SITTING" 19 "tBodyGyro-std()-X" -0.976500945769231
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-X" -0.684586332415254
"LAYING" 21 "tBodyGyro-std()-X" -0.79617228689951
"LAYING" 22 "tBodyGyro-std()-X" -0.695919202960436
"LAYING" 23 "tBodyGyro-std()-X" -0.755738625241935
"WALKING_UPSTAIRS" 24 "tBodyGyro-std()-X" -0.776199049939633
"LAYING" 25 "tBodyGyro-std()-X" -0.683131970775061
"LAYING" 26 "tBodyGyro-std()-X" -0.859708431539474
"WALKING" 26 "tBodyGyro-std()-X" -0.7077521449125
"WALKING" 27 "tBodyGyro-std()-X" -0.795853557018617
"WALKING" 28 "tBodyGyro-std()-X" -0.740276591873298
"WALKING" 29 "tBodyGyro-std()-X" -0.73469927369157
"WALKING" 30 "tBodyGyro-std()-X" -0.672727690092105
"WALKING_DOWNSTAIRS" 30 "tBodyGyro-std()-X" -0.45290561
"STANDING" 1 "tBodyGyro-std()-Y" -0.450979810499568
"WALKING_DOWNSTAIRS" 2 "tBodyGyro-std()-Y" -0.722943674337748
"STANDING" 3 "tBodyGyro-std()-Y" -0.76302218170088
"WALKING_DOWNSTAIRS" 4 "tBodyGyro-std()-Y" -0.79823574873817
"STANDING" 5 "tBodyGyro-std()-Y" -0.705638306688742
"STANDING" 6 "tBodyGyro-std()-Y" -0.626252072652308
"STANDING" 7 "tBodyGyro-std()-Y" -0.652408657909091
"STANDING" 8 "tBodyGyro-std()-Y" -0.570941237019217
"WALKING_DOWNSTAIRS" 9 "tBodyGyro-std()-Y" -0.670498220701389
"WALKING_DOWNSTAIRS" 10 "tBodyGyro-std()-Y" -0.591333155194558
"SITTING" 11 "tBodyGyro-std()-Y" -0.70169442656051
"STANDING" 11 "tBodyGyro-std()-Y" -0.987254135
"WALKING_DOWNSTAIRS" 12 "tBodyGyro-std()-Y" -0.787318702772277
"WALKING_UPSTAIRS" 12 "tBodyGyro-std()-Y" -0.645607851101695
"WALKING_UPSTAIRS" 13 "tBodyGyro-std()-Y" -0.645728612088685
"SITTING" 14 "tBodyGyro-std()-Y" -0.398959362766099
"SITTING" 15 "tBodyGyro-std()-Y" -0.708779069191463
"SITTING" 16 "tBodyGyro-std()-Y" -0.810124133715847
"SITTING" 17 "tBodyGyro-std()-Y" -0.764867040625
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Y" -0.777361713653846
"LAYING" 19 "tBodyGyro-std()-Y" -0.552569791211738
"SITTING" 19 "tBodyGyro-std()-Y" -0.973938295897436
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Y" -0.573677383024548
"LAYING" 21 "tBodyGyro-std()-Y" -0.765057760637255
"LAYING" 22 "tBodyGyro-std()-Y" -0.784052281090343
"LAYING" 23 "tBodyGyro-std()-Y" -0.500338191139785
"WALKING_UPSTAIRS" 24 "tBodyGyro-std()-Y" -0.763365457296588
"LAYING" 25 "tBodyGyro-std()-Y" -0.752261013276284
"LAYING" 26 "tBodyGyro-std()-Y" -0.881999147828947
"WALKING" 26 "tBodyGyro-std()-Y" -0.74917047575
"WALKING" 27 "tBodyGyro-std()-Y" -0.802048718989362
"WALKING" 28 "tBodyGyro-std()-Y" -0.741285540196335
"WALKING" 29 "tBodyGyro-std()-Y" -0.634569173421512
"WALKING" 30 "tBodyGyro-std()-Y" -0.544294480997105
"WALKING_DOWNSTAIRS" 30 "tBodyGyro-std()-Y" 0.132826163
"STANDING" 1 "tBodyGyro-std()-Z" -0.597496136795101
"WALKING_DOWNSTAIRS" 2 "tBodyGyro-std()-Z" -0.634888927843046
"STANDING" 3 "tBodyGyro-std()-Z" -0.709483440322581
"WALKING_DOWNSTAIRS" 4 "tBodyGyro-std()-Z" -0.726374197066246
"STANDING" 5 "tBodyGyro-std()-Z" -0.606589817380795
"STANDING" 6 "tBodyGyro-std()-Z" -0.599910232855692
"STANDING" 7 "tBodyGyro-std()-Z" -0.663340760331169
"STANDING" 8 "tBodyGyro-std()-Z" -0.511392038012811
"WALKING_DOWNSTAIRS" 9 "tBodyGyro-std()-Z" -0.587557692291458
"WALKING_DOWNSTAIRS" 10 "tBodyGyro-std()-Z" -0.598142328621088
"SITTING" 11 "tBodyGyro-std()-Z" -0.723530145828025
"STANDING" 11 "tBodyGyro-std()-Z" -0.958296495
"WALKING_DOWNSTAIRS" 12 "tBodyGyro-std()-Z" -0.672976980851485
"WALKING_UPSTAIRS" 12 "tBodyGyro-std()-Z" -0.667772093194915
"WALKING_UPSTAIRS" 13 "tBodyGyro-std()-Z" -0.643337285033639
"SITTING" 14 "tBodyGyro-std()-Z" -0.364478192502167
"SITTING" 15 "tBodyGyro-std()-Z" -0.721826987530488
"SITTING" 16 "tBodyGyro-std()-Z" -0.737629967961749
"SITTING" 17 "tBodyGyro-std()-Z" -0.720741038680163
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Z" -0.745612483131868
"LAYING" 19 "tBodyGyro-std()-Z" -0.555552530206028
"SITTING" 19 "tBodyGyro-std()-Z" -0.971535677820513
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Z" -0.52727797039661
"LAYING" 21 "tBodyGyro-std()-Z" -0.701642028499559
"LAYING" 22 "tBodyGyro-std()-Z" -0.654458016208723
"LAYING" 23 "tBodyGyro-std()-Z" -0.609683451821774
"WALKING_UPSTAIRS" 24 "tBodyGyro-std()-Z" -0.708251676335958
"LAYING" 25 "tBodyGyro-std()-Z" -0.74741022
"LAYING" 26 "tBodyGyro-std()-Z" -0.819087657368421
"WALKING" 26 "tBodyGyro-std()-Z" -0.6300449195125
"WALKING" 27 "tBodyGyro-std()-Z" -0.674128512103723
"WALKING" 28 "tBodyGyro-std()-Z" -0.669789662889791
"WALKING" 29 "tBodyGyro-std()-Z" -0.713864583982558
"WALKING" 30 "tBodyGyro-std()-Z" -0.592392230728947
"WALKING_DOWNSTAIRS" 30 "tBodyGyro-std()-Z" -0.259336893333333
"STANDING" 1 "tBodyGyroJerk-std()-X" -0.637812687210375
"WALKING_DOWNSTAIRS" 2 "tBodyGyroJerk-std()-X" -0.671679103311258
"STANDING" 3 "tBodyGyroJerk-std()-X" -0.689328428607038
"WALKING_DOWNSTAIRS" 4 "tBodyGyroJerk-std()-X" -0.723788617823344
"STANDING" 5 "tBodyGyroJerk-std()-X" -0.662581310334437
"STANDING" 6 "tBodyGyroJerk-std()-X" -0.546009968372308
"STANDING" 7 "tBodyGyroJerk-std()-X" -0.701731200484416
"STANDING" 8 "tBodyGyroJerk-std()-X" -0.674984452240214
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk-std()-X" -0.7617108665625
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk-std()-X" -0.703243499727891
"SITTING" 11 "tBodyGyroJerk-std()-X" -0.78059608955414
"STANDING" 11 "tBodyGyroJerk-std()-X" -0.961040155
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk-std()-X" -0.785781695990099
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-std()-X" -0.579529366516949
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-std()-X" -0.715772980189602
"SITTING" 14 "tBodyGyroJerk-std()-X" -0.7862917325387
"SITTING" 15 "tBodyGyroJerk-std()-X" -0.731382711036585
"SITTING" 16 "tBodyGyroJerk-std()-X" -0.858298719153005
"SITTING" 17 "tBodyGyroJerk-std()-X" -0.788387981630435
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-X" -0.842893477884615
"LAYING" 19 "tBodyGyroJerk-std()-X" -0.518143683504965
"SITTING" 19 "tBodyGyroJerk-std()-X" -0.982878405641026
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-X" -0.698354145936441
"LAYING" 21 "tBodyGyroJerk-std()-X" -0.792483156720588
"LAYING" 22 "tBodyGyroJerk-std()-X" -0.708898710199377
"LAYING" 23 "tBodyGyroJerk-std()-X" -0.728692138333333
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-std()-X" -0.764490030609974
"LAYING" 25 "tBodyGyroJerk-std()-X" -0.768682473178484
"LAYING" 26 "tBodyGyroJerk-std()-X" -0.845707352960526
"WALKING" 26 "tBodyGyroJerk-std()-X" -0.660510248586667
"WALKING" 27 "tBodyGyroJerk-std()-X" -0.8210758325
"WALKING" 28 "tBodyGyroJerk-std()-X" -0.720515676293194
"WALKING" 29 "tBodyGyroJerk-std()-X" -0.736117664139535
"WALKING" 30 "tBodyGyroJerk-std()-X" -0.781498790631579
"WALKING_DOWNSTAIRS" 30 "tBodyGyroJerk-std()-X" -0.671404026666667
"STANDING" 1 "tBodyGyroJerk-std()-Y" -0.634472244550432
"WALKING_DOWNSTAIRS" 2 "tBodyGyroJerk-std()-Y" -0.783595466728477
"STANDING" 3 "tBodyGyroJerk-std()-Y" -0.842659862111437
"WALKING_DOWNSTAIRS" 4 "tBodyGyroJerk-std()-Y" -0.902502592618297
"STANDING" 5 "tBodyGyroJerk-std()-Y" -0.774114270364238
"STANDING" 6 "tBodyGyroJerk-std()-Y" -0.677635980501539
"STANDING" 7 "tBodyGyroJerk-std()-Y" -0.674920114957468
"STANDING" 8 "tBodyGyroJerk-std()-Y" -0.683086930288968
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk-std()-Y" -0.773273878854167
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk-std()-Y" -0.768641779047619
"SITTING" 11 "tBodyGyroJerk-std()-Y" -0.867648350828025
"STANDING" 11 "tBodyGyroJerk-std()-Y" -0.982815065
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk-std()-Y" -0.841160568910891
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-std()-Y" -0.75999997338983
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-std()-Y" -0.718988591831804
"SITTING" 14 "tBodyGyroJerk-std()-Y" -0.6979155314613
"SITTING" 15 "tBodyGyroJerk-std()-Y" -0.853956592073171
"SITTING" 16 "tBodyGyroJerk-std()-Y" -0.86957312057377
"SITTING" 17 "tBodyGyroJerk-std()-Y" -0.825988662771739
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Y" -0.884050472967033
"LAYING" 19 "tBodyGyroJerk-std()-Y" -0.653111328633333
"SITTING" 19 "tBodyGyroJerk-std()-Y" -0.989480799358974
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Y" -0.684280685533898
"LAYING" 21 "tBodyGyroJerk-std()-Y" -0.815859336004902
"LAYING" 22 "tBodyGyroJerk-std()-Y" -0.859924419844237
"LAYING" 23 "tBodyGyroJerk-std()-Y" -0.546043593651882
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-std()-Y" -0.792718702440945
"LAYING" 25 "tBodyGyroJerk-std()-Y" -0.902628080757946
"LAYING" 26 "tBodyGyroJerk-std()-Y" -0.900085505789474
"WALKING" 26 "tBodyGyroJerk-std()-Y" -0.795595732708333
"WALKING" 27 "tBodyGyroJerk-std()-Y" -0.837320211489362
"WALKING" 28 "tBodyGyroJerk-std()-Y" -0.825038783246073
"WALKING" 29 "tBodyGyroJerk-std()-Y" -0.853639613139535
"WALKING" 30 "tBodyGyroJerk-std()-Y" -0.800032437973684
"WALKING_DOWNSTAIRS" 30 "tBodyGyroJerk-std()-Y" -0.661595183333333
"STANDING" 1 "tBodyGyroJerk-std()-Z" -0.664591977786455
"WALKING_DOWNSTAIRS" 2 "tBodyGyroJerk-std()-Z" -0.674611933293046
"STANDING" 3 "tBodyGyroJerk-std()-Z" -0.743028500565982
"WALKING_DOWNSTAIRS" 4 "tBodyGyroJerk-std()-Z" -0.748369141315457
"STANDING" 5 "tBodyGyroJerk-std()-Z" -0.564680771249007
"STANDING" 6 "tBodyGyroJerk-std()-Z" -0.526908306306892
"STANDING" 7 "tBodyGyroJerk-std()-Z" -0.750808705594156
"STANDING" 8 "tBodyGyroJerk-std()-Z" -0.695970301754448
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk-std()-Z" -0.744656038298611
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk-std()-Z" -0.686800252738095
"SITTING" 11 "tBodyGyroJerk-std()-Z" -0.794328936815287
"STANDING" 11 "tBodyGyroJerk-std()-Z" -0.97791635
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk-std()-Z" -0.790683052970297
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-std()-Z" -0.678598462567797
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-std()-Z" -0.712716428498471
"SITTING" 14 "tBodyGyroJerk-std()-Z" -0.638299064788854
"SITTING" 15 "tBodyGyroJerk-std()-Z" -0.795626198384146
"SITTING" 16 "tBodyGyroJerk-std()-Z" -0.837039926065574
"SITTING" 17 "tBodyGyroJerk-std()-Z" -0.808251302907609
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Z" -0.83861466293956
"LAYING" 19 "tBodyGyroJerk-std()-Z" -0.604108473047411
"SITTING" 19 "tBodyGyroJerk-std()-Z" -0.985228984358974
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Z" -0.636715878557062
"LAYING" 21 "tBodyGyroJerk-std()-Z" -0.812017312181373
"LAYING" 22 "tBodyGyroJerk-std()-Z" -0.742272774987539
"LAYING" 23 "tBodyGyroJerk-std()-Z" -0.740518145887097
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-std()-Z" -0.796816516614173
"LAYING" 25 "tBodyGyroJerk-std()-Z" -0.831848667286064
"LAYING" 26 "tBodyGyroJerk-std()-Z" -0.860892131447368
"WALKING" 26 "tBodyGyroJerk-std()-Z" -0.717500807291667
"WALKING" 27 "tBodyGyroJerk-std()-Z" -0.782945588829787
"WALKING" 28 "tBodyGyroJerk-std()-Z" -0.769755981125654
"WALKING" 29 "tBodyGyroJerk-std()-Z" -0.770221314302326
"WALKING" 30 "tBodyGyroJerk-std()-Z" -0.764485671052632
"WALKING_DOWNSTAIRS" 30 "tBodyGyroJerk-std()-Z" -0.603992823333333
"STANDING" 1 "tBodyAccMag-std()" -0.497096402038329
"WALKING_DOWNSTAIRS" 2 "tBodyAccMag-std()" -0.552812545643709
"STANDING" 3 "tBodyAccMag-std()" -0.591224780306452
"WALKING_DOWNSTAIRS" 4 "tBodyAccMag-std()" -0.606556049548896
"STANDING" 5 "tBodyAccMag-std()" -0.52162345171192
"STANDING" 6 "tBodyAccMag-std()" -0.483790606354154
"STANDING" 7 "tBodyAccMag-std()" -0.510669879158539
"STANDING" 8 "tBodyAccMag-std()" -0.554038979266192
"WALKING_DOWNSTAIRS" 9 "tBodyAccMag-std()" -0.553038255314792
"WALKING_DOWNSTAIRS" 10 "tBodyAccMag-std()" -0.545348810631551
"SITTING" 11 "tBodyAccMag-std()" -0.610737597765605
"STANDING" 11 "tBodyAccMag-std()" -0.949595955
"WALKING_DOWNSTAIRS" 12 "tBodyAccMag-std()" -0.645505843910396
"WALKING_UPSTAIRS" 12 "tBodyAccMag-std()" -0.452639811590678
"WALKING_UPSTAIRS" 13 "tBodyAccMag-std()" -0.597230982062691
"SITTING" 14 "tBodyAccMag-std()" -0.474058613408978
"SITTING" 15 "tBodyAccMag-std()" -0.557147874176037
"SITTING" 16 "tBodyAccMag-std()" -0.661719690491803
"SITTING" 17 "tBodyAccMag-std()" -0.636074477703533
"WALKING_UPSTAIRS" 18 "tBodyAccMag-std()" -0.689671890376374
"LAYING" 19 "tBodyAccMag-std()" -0.498668963457695
"SITTING" 19 "tBodyAccMag-std()" -0.96428652051282
"WALKING_UPSTAIRS" 20 "tBodyAccMag-std()" -0.572325820319209
"LAYING" 21 "tBodyAccMag-std()" -0.6601960145
"LAYING" 22 "tBodyAccMag-std()" -0.595953853592586
"LAYING" 23 "tBodyAccMag-std()" -0.56557562579215
"WALKING_UPSTAIRS" 24 "tBodyAccMag-std()" -0.650862147810236
"LAYING" 25 "tBodyAccMag-std()" -0.659015505611247
"LAYING" 26 "tBodyAccMag-std()" -0.791764282506579
"WALKING" 26 "tBodyAccMag-std()" -0.5117970759
"WALKING" 27 "tBodyAccMag-std()" -0.677874152031915
"WALKING" 28 "tBodyAccMag-std()" -0.635821226515969
"WALKING" 29 "tBodyAccMag-std()" -0.579067216088081
"WALKING" 30 "tBodyAccMag-std()" -0.591292047725526
"WALKING_DOWNSTAIRS" 30 "tBodyAccMag-std()" -0.191192873333333
"STANDING" 1 "tGravityAccMag-std()" -0.497096402038329
"WALKING_DOWNSTAIRS" 2 "tGravityAccMag-std()" -0.552812545643709
"STANDING" 3 "tGravityAccMag-std()" -0.591224780306452
"WALKING_DOWNSTAIRS" 4 "tGravityAccMag-std()" -0.606556049548896
"STANDING" 5 "tGravityAccMag-std()" -0.52162345171192
"STANDING" 6 "tGravityAccMag-std()" -0.483790606354154
"STANDING" 7 "tGravityAccMag-std()" -0.510669879158539
"STANDING" 8 "tGravityAccMag-std()" -0.554038979266192
"WALKING_DOWNSTAIRS" 9 "tGravityAccMag-std()" -0.553038255314792
"WALKING_DOWNSTAIRS" 10 "tGravityAccMag-std()" -0.545348810631551
"SITTING" 11 "tGravityAccMag-std()" -0.610737597765605
"STANDING" 11 "tGravityAccMag-std()" -0.949595955
"WALKING_DOWNSTAIRS" 12 "tGravityAccMag-std()" -0.645505843910396
"WALKING_UPSTAIRS" 12 "tGravityAccMag-std()" -0.452639811590678
"WALKING_UPSTAIRS" 13 "tGravityAccMag-std()" -0.597230982062691
"SITTING" 14 "tGravityAccMag-std()" -0.474058613408978
